patch_mlp_out_k16	results/hook_comparison/patch/mlp_out	python3 core/interp/circuit.py --model_path Qwen/Qwen3-VL-2B-Instruct   --embeddings_path embeddings/Qwen3-VL-2B/syntax/qwen3_vl_2b_syntax.pt   --train_csv results/eval/interp/Qwen3-VL-2B-Instruct/agreement_target_natural_scored.csv   --test_csv results/eval/interp/Qwen3-VL-2B-Instruct/syntax/agreement_target_wug_scored.csv   --source_input_col base_sentence_sg --base_input_col base_sentence_pl   --source_completion_A good_singular --source_completion_B bad_singular   --filter condition=target_verb_att0_opp is_correct_all=TRUE   --layers 2 7 12 17 22 27   --n_sample 200 --add_inverse        --hook_points mlp_out --top_k 16        --out_csv results/hook_comparison/patch/mlp_out/patch_k16.csv --circuit_out results/hook_comparison/patch/mlp_out/patch_nodes_k16.csv
patch_mlp_act_k32	results/hook_comparison/patch/mlp_act	python3 core/interp/circuit.py --model_path Qwen/Qwen3-VL-2B-Instruct   --embeddings_path embeddings/Qwen3-VL-2B/syntax/qwen3_vl_2b_syntax.pt   --train_csv results/eval/interp/Qwen3-VL-2B-Instruct/agreement_target_natural_scored.csv   --test_csv results/eval/interp/Qwen3-VL-2B-Instruct/syntax/agreement_target_wug_scored.csv   --source_input_col base_sentence_sg --base_input_col base_sentence_pl   --source_completion_A good_singular --source_completion_B bad_singular   --filter condition=target_verb_att0_opp is_correct_all=TRUE   --layers 2 7 12 17 22 27   --n_sample 200 --add_inverse        --hook_points mlp_act --top_k 32        --out_csv results/hook_comparison/patch/mlp_act/patch_k32.csv --circuit_out results/hook_comparison/patch/mlp_act/patch_nodes_k32.csv
patch_mlp_act_k16	results/hook_comparison/patch/mlp_act	python3 core/interp/circuit.py --model_path Qwen/Qwen3-VL-2B-Instruct   --embeddings_path embeddings/Qwen3-VL-2B/syntax/qwen3_vl_2b_syntax.pt   --train_csv results/eval/interp/Qwen3-VL-2B-Instruct/agreement_target_natural_scored.csv   --test_csv results/eval/interp/Qwen3-VL-2B-Instruct/syntax/agreement_target_wug_scored.csv   --source_input_col base_sentence_sg --base_input_col base_sentence_pl   --source_completion_A good_singular --source_completion_B bad_singular   --filter condition=target_verb_att0_opp is_correct_all=TRUE   --layers 2 7 12 17 22 27   --n_sample 200 --add_inverse        --hook_points mlp_act --top_k 16        --out_csv results/hook_comparison/patch/mlp_act/patch_k16.csv --circuit_out results/hook_comparison/patch/mlp_act/patch_nodes_k16.csv
patch_mlp_out_k8	results/hook_comparison/patch/mlp_out	python3 core/interp/circuit.py --model_path Qwen/Qwen3-VL-2B-Instruct   --embeddings_path embeddings/Qwen3-VL-2B/syntax/qwen3_vl_2b_syntax.pt   --train_csv results/eval/interp/Qwen3-VL-2B-Instruct/agreement_target_natural_scored.csv   --test_csv results/eval/interp/Qwen3-VL-2B-Instruct/syntax/agreement_target_wug_scored.csv   --source_input_col base_sentence_sg --base_input_col base_sentence_pl   --source_completion_A good_singular --source_completion_B bad_singular   --filter condition=target_verb_att0_opp is_correct_all=TRUE   --layers 2 7 12 17 22 27   --n_sample 200 --add_inverse        --hook_points mlp_out --top_k 8        --out_csv results/hook_comparison/patch/mlp_out/patch_k8.csv --circuit_out results/hook_comparison/patch/mlp_out/patch_nodes_k8.csv
patch_mlp_out_k32	results/hook_comparison/patch/mlp_out	python3 core/interp/circuit.py --model_path Qwen/Qwen3-VL-2B-Instruct   --embeddings_path embeddings/Qwen3-VL-2B/syntax/qwen3_vl_2b_syntax.pt   --train_csv results/eval/interp/Qwen3-VL-2B-Instruct/agreement_target_natural_scored.csv   --test_csv results/eval/interp/Qwen3-VL-2B-Instruct/syntax/agreement_target_wug_scored.csv   --source_input_col base_sentence_sg --base_input_col base_sentence_pl   --source_completion_A good_singular --source_completion_B bad_singular   --filter condition=target_verb_att0_opp is_correct_all=TRUE   --layers 2 7 12 17 22 27   --n_sample 200 --add_inverse        --hook_points mlp_out --top_k 32        --out_csv results/hook_comparison/patch/mlp_out/patch_k32.csv --circuit_out results/hook_comparison/patch/mlp_out/patch_nodes_k32.csv
patch_mlp_act_k64	results/hook_comparison/patch/mlp_act	python3 core/interp/circuit.py --model_path Qwen/Qwen3-VL-2B-Instruct   --embeddings_path embeddings/Qwen3-VL-2B/syntax/qwen3_vl_2b_syntax.pt   --train_csv results/eval/interp/Qwen3-VL-2B-Instruct/agreement_target_natural_scored.csv   --test_csv results/eval/interp/Qwen3-VL-2B-Instruct/syntax/agreement_target_wug_scored.csv   --source_input_col base_sentence_sg --base_input_col base_sentence_pl   --source_completion_A good_singular --source_completion_B bad_singular   --filter condition=target_verb_att0_opp is_correct_all=TRUE   --layers 2 7 12 17 22 27   --n_sample 200 --add_inverse        --hook_points mlp_act --top_k 64        --out_csv results/hook_comparison/patch/mlp_act/patch_k64.csv --circuit_out results/hook_comparison/patch/mlp_act/patch_nodes_k64.csv
patch_mlp_act_k8	results/hook_comparison/patch/mlp_act	python3 core/interp/circuit.py --model_path Qwen/Qwen3-VL-2B-Instruct   --embeddings_path embeddings/Qwen3-VL-2B/syntax/qwen3_vl_2b_syntax.pt   --train_csv results/eval/interp/Qwen3-VL-2B-Instruct/agreement_target_natural_scored.csv   --test_csv results/eval/interp/Qwen3-VL-2B-Instruct/syntax/agreement_target_wug_scored.csv   --source_input_col base_sentence_sg --base_input_col base_sentence_pl   --source_completion_A good_singular --source_completion_B bad_singular   --filter condition=target_verb_att0_opp is_correct_all=TRUE   --layers 2 7 12 17 22 27   --n_sample 200 --add_inverse        --hook_points mlp_act --top_k 8        --out_csv results/hook_comparison/patch/mlp_act/patch_k8.csv --circuit_out results/hook_comparison/patch/mlp_act/patch_nodes_k8.csv
patch_attn_out_k128	results/hook_comparison/patch/attn_out	python3 core/interp/circuit.py --model_path Qwen/Qwen3-VL-2B-Instruct   --embeddings_path embeddings/Qwen3-VL-2B/syntax/qwen3_vl_2b_syntax.pt   --train_csv results/eval/interp/Qwen3-VL-2B-Instruct/agreement_target_natural_scored.csv   --test_csv results/eval/interp/Qwen3-VL-2B-Instruct/syntax/agreement_target_wug_scored.csv   --source_input_col base_sentence_sg --base_input_col base_sentence_pl   --source_completion_A good_singular --source_completion_B bad_singular   --filter condition=target_verb_att0_opp is_correct_all=TRUE   --layers 2 7 12 17 22 27   --n_sample 200 --add_inverse        --hook_points attn_out --top_k 128        --out_csv results/hook_comparison/patch/attn_out/patch_k128.csv --circuit_out results/hook_comparison/patch/attn_out/patch_nodes_k128.csv
patch_attn_out_k32	results/hook_comparison/patch/attn_out	python3 core/interp/circuit.py --model_path Qwen/Qwen3-VL-2B-Instruct   --embeddings_path embeddings/Qwen3-VL-2B/syntax/qwen3_vl_2b_syntax.pt   --train_csv results/eval/interp/Qwen3-VL-2B-Instruct/agreement_target_natural_scored.csv   --test_csv results/eval/interp/Qwen3-VL-2B-Instruct/syntax/agreement_target_wug_scored.csv   --source_input_col base_sentence_sg --base_input_col base_sentence_pl   --source_completion_A good_singular --source_completion_B bad_singular   --filter condition=target_verb_att0_opp is_correct_all=TRUE   --layers 2 7 12 17 22 27   --n_sample 200 --add_inverse        --hook_points attn_out --top_k 32        --out_csv results/hook_comparison/patch/attn_out/patch_k32.csv --circuit_out results/hook_comparison/patch/attn_out/patch_nodes_k32.csv
patch_attn_out_k8	results/hook_comparison/patch/attn_out	python3 core/interp/circuit.py --model_path Qwen/Qwen3-VL-2B-Instruct   --embeddings_path embeddings/Qwen3-VL-2B/syntax/qwen3_vl_2b_syntax.pt   --train_csv results/eval/interp/Qwen3-VL-2B-Instruct/agreement_target_natural_scored.csv   --test_csv results/eval/interp/Qwen3-VL-2B-Instruct/syntax/agreement_target_wug_scored.csv   --source_input_col base_sentence_sg --base_input_col base_sentence_pl   --source_completion_A good_singular --source_completion_B bad_singular   --filter condition=target_verb_att0_opp is_correct_all=TRUE   --layers 2 7 12 17 22 27   --n_sample 200 --add_inverse        --hook_points attn_out --top_k 8        --out_csv results/hook_comparison/patch/attn_out/patch_k8.csv --circuit_out results/hook_comparison/patch/attn_out/patch_nodes_k8.csv
